name,operator,address,description,lun_normal,mar_normal,mer_normal,jeu_normal,ven_normal,sam_normal,dim_normal,hourly_normal,daily_normal,max_normal,lun_special,mar_special,mer_special,jeu_special,ven_special,sam_special,dim_special,hourly_special,daily_special,max_special,lun_free,mar_free,mer_free,jeu_free,ven_free,sam_free,dim_free,daily_free,indoor,handicap,card,valet,lat,long,capacity,street_view_lat,street_view_long,street_view_head,street_view_id,active
Concordia L-B Garage,Vinci,"1455, boulevard De Maisonneuve Ouest",,"0,24","0,24","0,24","0,24","0,24",,,5.5,13.25,,,,,,,"0,24","0,24",5.5,6.75,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,45.496392,-73.577932,200,45.496218,-73.5778287,33.76,X1k-6y1DqgA0aFmPPRq1Kg,TRUE
Dominion Square,Vinci,"1199, rue Peel",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",9,23,,,,,,,"0,24","0,24",9,16,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,45.499628,-73.571707,465,45.4994782,-73.5717659,350.64,Mld1hhh-6umWjb3vequrPQ,TRUE
Faubourg Ste Catherine,Vinci,"1250, rue Guy",,"0,24","0,24","0,24","0,24","0,24",,,7,13.25,,,,,,,"0,24","0,24",6.75,6.75,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,45.494659,-73.577378,260,45.4948213,-73.5773873,179.54,WBcWH6_ptT9QzSOO_efX9Q,TRUE
Forum de Montréal,Vinci,"2313, rue Sainte-Catherine Ouest",,"0,24","0,24","0,24","0,24","0,24",,,6,20,,,,,,,"0,24","0,24",6,6,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.490289,-73.584233,200,45.4904152,-73.5840303,219.03,BmrE6NuAo_uyzsQJCrQvaQ,TRUE
Gare Centrale CN,Vinci,"904, rue Belmont",,"0,24","0,24","0,24","0,24","0,24",,,9.5,22,,,,,,,"0,24","0,24",9.5,10,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,45.50027,-73.566723,800,45.5005203,-73.5668393,175.65,-XQRXsNSGJVZtQ3IYinY_w,TRUE
Gauvin,Vinci,"700, rue Saint-Jacques",,"0,24","0,24","0,24","0,24","0,24",,,12,14,,,,,,,"0,24","0,24",11,11,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,45.500204,-73.561001,85,45.5003885,-73.5612018,180.77,FNdLZ7HZyvcXSi1x90NdLQ,TRUE
Le Demetrius,Vinci,"1445, rue Stanley",,"0,24","0,24","0,24","0,24","0,24",,,11,19,,,,,,,"0,24","0,24",10,10,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,45.499902,-73.574521,79,45.4997955,-73.5745955,71.35,O3_9whWC8EOZFvxtCvQhGg,TRUE
Hit,Vinci,"930, rue William",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",10,10,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,45.49606,-73.559874,300,45.4962255,-73.5599834,161.47,4RFpT7JUN96skrli4T20gA,TRUE
Hôpital Louis H. Lafontaine,Vinci,"7401, rue Hochelaga",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",5,5,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,45.588212,-73.528526,2500,45.5875077,-73.528558,340.12,I-JOpC-wGywls0W8Evwzhg,TRUE
Hôpital Maisonneuve Rosemont,Vinci,"5345, boulevard de l'Assomption",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",10,16.5,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,FALSE,45.574281,-73.560587,2331,45.5736565,-73.5603958,354.44,2m_djoJOMythl7GgPKZUqw,TRUE
Hôpital Sainte-Justine,Vinci,"3175, chemin de la Côte-Sainte-Catherine",,"0,24","0,24","0,24","0,24","0,24",,,10,25,,,,,,,"0,24","0,24",10,11,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,45.503447,-73.623442,1205,45.5035679,-73.6231042,256.42,SiDXcroE6RB78nIL3rdNiA,TRUE
Le Westin,Vinci,"270, rue Saint-Antoine Ouest",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",20,20,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.503588,-73.559757,175,45.5041338,-73.5595337,77.16,SpfEKJ8QD6QqSmNbDYnROw,TRUE
Novotel,Vinci,"1180, rue de la Montagne",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",10,28,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,45.496845,-73.573183,100,45.4968623,-73.5728997,274.8,Eth8pXruBeA6bS74zk67Cw,TRUE
Place Bonaventure,Vinci,"800, rue de la Gauchetière Ouest",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",10,22,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,45.498629,-73.565683,750,45.4985274,-73.5657981,2.9,UuSRZ_0WOIHUM-Aezpq8Kw,TRUE
Place du Parc,Vinci,"300, rue Léo-Pariseau",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",11,20,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,45.511144,-73.576387,890,45.5107538,-73.5763864,359.98,P1J_BYJqpbqytzqIifoCCw,TRUE
Place du Quartier,Vinci,"1111, rue Saint-Urbain",,"0,24","0,24","0,24","0,24","0,24",,,8,15,,,,,,,"0,24","0,24",8,9,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,45.507312,-73.561385,130,45.5071715,-73.5614535,81.76,jYZftgGm4Xxhehuu4_0QLQ,TRUE
Place Dupuis,Vinci,"800, boulevard de Maisonneuve Est",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",11.25,22,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.515799,-73.559194,400,45.51564,-73.5593044,353.49,n0HsU-2fuhWgGnIbxionOQ,TRUE
Place Montréal Trust,Vinci,"1500, avenue McGill College",,"0,24","0,24","0,24","0,24","0,24",,,12,21,,,,,,,"0,24","0,24",12,7,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.501907,-73.572373,307,45.5018112,-73.5725582,6.27,iYA_2BSeYtGJ7Ksu-JvVvw,TRUE
Place Ville-Marie,Vinci,1 Place Ville-Marie,,"0,24","0,24","0,24","0,24","0,24",,,11.25,24,,,,,,,"0,24","0,24",11.25,7,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.50148,-73.570083,916,45.5014889,-73.5702094,126.14,4L6kcP0e50GyTeRxmZBRVw,TRUE
Polyclinique Cabrini,Vinci,"5700, rue Saint-Zotique Est",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",9,15,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,45.579756,-73.568939,58,45.5796656,-73.5692645,66.32,HR3Ie5B_8gySaXKGiyWFlg,TRUE
Quartier International,Vinci,"249, rue Saint-Antoine Ouest",,"0,24","0,24","0,24","0,24","0,24",,,8.5,24,,,,,,,"0,24","0,24",8.5,9,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,45.504117,-73.559856,1276,45.503965,-73.5597477,344.66,pfdFEBJh8a-3qLWdUsfLgA,TRUE
Reddy Memorial Hospital,Vinci,"4039, rue Tupper",,"0,24","0,24","0,24","0,24","0,24",,,7,12,,,,,,,"0,24","0,24",7,6,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,45.487726,-73.58568,80,45.4876663,-73.5852949,258.32,d8vrNB0n8bY3yF1gOdlO7Q,TRUE
St François Xavier,Vinci,"420, rue Saint-François-Xavier",,"0,24","0,24","0,24","0,24","0,24",,,,17,,,,,,,"0,24","0,24",,15,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,45.502849,-73.555746,120,45.5029117,-73.5555801,321.54,m7xWrJros85B2-Tga6wo8A,TRUE
St Paul,Vinci,"715, rue William",,"0,24","0,24","0,24","0,24","0,24",,,,13,,,,,,,"0,24","0,24",,10,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,45.498893,-73.557393,155,45.4988097,-73.5571913,269.22,gEQdhhrOsFmK9I-6MUxfOA,TRUE
St Sacrement / Nicholas,Vinci,"230, rue du Saint-Sacrement",,"0,24","0,24","0,24","0,24","0,24",,,,17,,,,,,,"0,24","0,24",,15,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,45.502646,-73.556396,100,45.502367,-73.5566262,14.28,KqmEM7b3qgDwudcyzeO-hw,TRUE
Édifice SunLife,Vinci,"1155, rue Metcalfe",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",9,,19,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.500523,-73.570244,195,45.5005788,-73.5700138,257.97,BuxR_RjTZ5b-V3riv5rlng,TRUE
Université de Montréal,Vinci,"3200, rue Jean-Brillant",,"0,24","0,24","0,24","0,24","0,24",,,6,14,,,,,,,"0,24","0,24",6,12,,,,,,,,,,FALSE,TRUE,TRUE,FALSE,45.500055,-73.617483,2800,45.4999459,-73.6180112,67.65,Ff5nL5UdioYLEzSeFqmNuw,TRUE
Youville,Vinci,"304, rue Saint-Paul Ouest",,"0,24","0,24","0,24","0,24","0,24",,,,17,,,,,,,"0,24","0,24",,15,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,45.501503,-73.555857,30,45.5015625,-73.5559301,146.64,oHX5Gzw6arQjmRU4xlPfDw,TRUE
Centre de réadaptation Marie Enfant,Vinci,"5200, rue Bélanger Est",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",7,26,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,45.576274,-73.577064,46,45.5761607,-73.5776023,81.87,dzOm1V233MCNaNbinNLb8w,TRUE
Gare Centrale South Plaza,Vinci,"895, rue de la Gauchetière Ouest",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",13.5,25,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,45.499693,-73.566374,105,45.4998572,-73.5659646,271.93,G-Q8-qcDSNjYJHWOqYAeIQ,TRUE
McGill University Health Centre,Vinci,"757, avenue des Pins",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",17,21,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,45.507826,-73.580607,3188,45.5077994,-73.580303,262.68,3f15cw_VLDUkOwPdOkGWHQ,TRUE
Queen Elizabeth - Reine Elizabeth (Garage),Vinci,"900, boulevard René-Lévesque Ouest",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",15,29,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.49976,-73.567651,270,45.5002835,-73.5670755,59.87,GPmZIZtI3honl7KvzvFNrA,TRUE
Château St-Ambroise,Vinci,"4000, rue St-Ambroise",,"0,24","0,24","0,24","0,24","0,24",,,2,12,,,,,,,"0,24","0,24",2,5,,,,,,,,,,FALSE,TRUE,TRUE,FALSE,45.475978,-73.579539,376,45.4761544,-73.579707,133.3,gvhTDxpAO-ELHco6Vix8NA,TRUE
EVO Sherbrooke,Vinci,"420, rue Sherbrooke Ouest ",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",8,20,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.50674,-73.571013,365,45.5067909,-73.5707858,221.7,oO_7SCQ0U9W5LMNyxRE96g,TRUE
1424 Peel,Vinci,"1424, rue Peel ",,"0,24","0,24","0,24","0,24","0,24",,,14.25,22,,,,,,,"0,24","0,24",10,10,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,45.500919,-73.572996,30,45.5010139,-73.5728702,179.86,RmmTOSbakDGQFjbI7Jq6Eg,TRUE
1600 René Lévesque West,Vinci,"1600, boulevard René-Lévesque Ouest",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",9,20,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.493015,-73.573831,150,45.493167,-73.5736157,155.54,R1Bnkr16GZx7L2K6yGCorQ,TRUE
Ilot 10,Vinci,100 rue Peel,,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",8,23,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,45.49271,-73.557101,200,45.4924927,-73.5569527,13.96,9Cz5NrSXS4ZPWKkczkaH-Q,TRUE
EVO Vieux-Montréal,Vinci,"777, boulevard Robert-Bourassa",,"0,24","0,24","0,24","0,24","0,24",,,7,18,,,,,,,"0,24","0,24",10,10,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.500697,-73.561214,200,45.5008122,-73.5611223,210.84,ww2Mc7HZv3y7gs4dF5Qozw,TRUE
Queen Elizabeth Health Centre,Vinci,"2074, avenue Northcliffe",,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",9,14,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,45.473664,-73.606216,125,45.4739966,-73.6064737,187.85,6bMb_HWw8Kw1sgVaKYMhEQ,TRUE
Marriott Spring HIlls,Vinci,"445, rue Saint-Jean-Baptiste",,"6,24","6,24","6,24","6,24","6,24","0,24","0,24",9,20,,"0,2","0,2","0,2","0,2","0,2",,,9,20,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.506438,-73.554764,110,45.5060656,-73.554248,350.36,Id41kRqVg0OodrWtm7AlIg,TRUE
1851 Sherbrooke Est,Vinci,1851 rue Sherbrooke Est,,"6.5,17","6.5,17","6.5,17","6.5,17","6.5,17","6.5,17","6.5,17",6,11,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,45.528914,-73.564131,35,45.5290868,-73.5641899,174.99,FnLaaLp6Jgeo5E3vsEiF7g,TRUE
Toulon Development,Vinci,"4060, rue Sainte-Catherine O",,"6.5,18","6.5,18","6.5,18","6.5,18","6.5,18","6.5,18","6.5,18",10,14,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,45.487852,-73.58602,100,45.4879026,-73.5862266,99.33,bclpL4GDSkwSYAP0FtQxsQ,TRUE
680 Sherbrooke Ouest,Vinci,"680, rue Sherbrooke Ouest",,"7,17","7,17","7,17","7,17","7,17",,,9,19,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,45.504314,-73.572878,130,45.5041123,-73.572805,347.47,FVrblTuY8VLmZgpWupcpfg,TRUE
Luna,Vinci,"1100, avenue du Docteur-Penfield ",,"7,17","7,17","7,17","7,17","7,17",,,9,15,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,45.502965,-73.579082,160,45.5030802,-73.5789573,160.73,FPkjLm22XgydKnEn-L4kmQ,TRUE
Aylmer & Mayor Street,Impark,1475 Rue Aylmer,,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",6,14,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,45.504715,-73.5696321,67,45.504715,-73.5696321,351.61,YS20plvG3bj7cAWWm22RtQ,TRUE
Tour KPMG,Impark,600 Boulevard de Maisonneuve O,,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",9,20,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,45.5045075,-73.5707446,184,45.5045075,-73.5707446,164.87,9afA-_mYLWutz5OB2sKrEA,TRUE
Revenu Canada Building,Impark,305 Boulevard René-Lévesque O,,"0,17","0,17","0,17","0,17","0,17",,,,17,,"17,24","17,24","17,24","17,24","17,24","0,24","0,24",,10,10,,,,,,,,,TRUE,FALSE,TRUE,FALSE,45.5064927,-73.5647076,94,45.5064927,-73.5647076,229.07,d7kiKWClossHrcl9Utshsg,TRUE
Les Tours 500 St-Jacques,Impark,500 Rue Saint-Jacques,,"7,20","7,20","7,20","7,20","7,20","7,20","7,20",8,17,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,45.5012295,-73.5593795,90,45.5012295,-73.5593795,350.32,sbYdGfsiKRmho7Au-BxKdA,TRUE
2000 Peel,Impark,2000 Rue Peel,,"6,22.5","6,22.5","6,22.5","6,22.5","6,22.5","6,22.5","6,22.5",9,17,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,45.5004905,-73.5759593,48,45.5004905,-73.5759593,85.49,3ry_RFpcdvmIfMirrbVGVw,TRUE
Le 1100 René-Lévesque,Impark,1100 Boulevard René-Lévesque O,,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",9,20,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,45.4982606,-73.5713882,350,45.4982606,-73.5713882,74.38,j7rJmeqQstO2Nb6yueL03Q,TRUE
1250 René-Lévesque,Impark,1250 Boulevard René-Lévesque O,,"0,24","0,24","0,24","0,24","0,24","0,24","0,24",9,20,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,45.4975663,-73.5699773,930,45.4975663,-73.5699773,172.72,jdplvMvVDgAnCyGa0X7Qew,TRUE
St-Antoine,Impark,1240 Rue St-Antoine Ouest,,"10,17","10,17","10,17","10,17","10,17","10,17","10,17",,10,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,45.4949668,-73.5687825,142,45.4949668,-73.5687825,179.76,q5sm9DBqbXBhVSk2D8U2CA,TRUE
St. Andre,Impark,1275 Rue Saint-Christophe,,"0,17","0,17","0,17","0,17","0,17",,,9,12,,"17,24","17,24","17,24","17,24","17,24","0,24","0,24",,8,8,,,,,,,,,FALSE,FALSE,TRUE,FALSE,45.5155606,-73.5576721,55,45.5155606,-73.5576721,8.16,zMoNwP_HzhVmP3IpqULZGg,TRUE
Tupper St. Parkade,Impark,4040 Rue Tupper,,"6,15","6,15","6,15","6,15","6,15",,,6,12,,"15,21","15,21","15,21","15,21","15,21","6,21","6,21",,5,5,,,,,,,,,TRUE,FALSE,TRUE,TRUE,45.4877924,-73.5851178,170,45.4877924,-73.5851178,183.32,fR_4bWXP3jNpiwvo47KXsw,TRUE
